,Dataset,Charset,Test,Sp1,Sp2,pvalue
11643,Cognato_2001,COI_2ndpos,MPTS,Av5,Hu2,-42
11644,Cognato_2001,COI_2ndpos,MPTMS,Av5,Hu2,-42
11645,Cognato_2001,COI_2ndpos,MPTIS,Av5,Hu2,-42
11646,Cognato_2001,COI_2ndpos,MPTS,Av5,Int7,-42
11647,Cognato_2001,COI_2ndpos,MPTMS,Av5,Int7,-42
11648,Cognato_2001,COI_2ndpos,MPTIS,Av5,Int7,-42
11649,Cognato_2001,COI_2ndpos,MPTS,Av5,Knu1,-42
11650,Cognato_2001,COI_2ndpos,MPTMS,Av5,Knu1,0.445921698363123
11651,Cognato_2001,COI_2ndpos,MPTIS,Av5,Knu1,-42
11652,Cognato_2001,COI_2ndpos,MPTS,Av5,Lat3,-42
11653,Cognato_2001,COI_2ndpos,MPTMS,Av5,Lat3,-42
11654,Cognato_2001,COI_2ndpos,MPTIS,Av5,Lat3,-42
11655,Cognato_2001,COI_2ndpos,MPTS,Av5,Le3,-42
11656,Cognato_2001,COI_2ndpos,MPTMS,Av5,Le3,0.26146412994911117
11657,Cognato_2001,COI_2ndpos,MPTIS,Av5,Le3,-42
11658,Cognato_2001,COI_2ndpos,MPTS,Av5,Lo3,-42
11659,Cognato_2001,COI_2ndpos,MPTMS,Av5,Lo3,-42
11660,Cognato_2001,COI_2ndpos,MPTIS,Av5,Lo3,-42
11661,Cognato_2001,COI_2ndpos,MPTS,Av5,Ma1,-42
11662,Cognato_2001,COI_2ndpos,MPTMS,Av5,Ma1,0.6998621406681355
11663,Cognato_2001,COI_2ndpos,MPTIS,Av5,Ma1,-42
11664,Cognato_2001,COI_2ndpos,MPTS,Av5,Mo1,-42
11665,Cognato_2001,COI_2ndpos,MPTMS,Av5,Mo1,-42
11666,Cognato_2001,COI_2ndpos,MPTIS,Av5,Mo1,-42
11667,Cognato_2001,COI_2ndpos,MPTS,Av5,Mx1,-42
11668,Cognato_2001,COI_2ndpos,MPTMS,Av5,Mx1,0.5136487462354056
11669,Cognato_2001,COI_2ndpos,MPTIS,Av5,Mx1,-42
11670,Cognato_2001,COI_2ndpos,MPTS,Av5,Nob1,0.6316647370152364
11671,Cognato_2001,COI_2ndpos,MPTMS,Av5,Nob1,0.24107507129783134
11672,Cognato_2001,COI_2ndpos,MPTIS,Av5,Nob1,0.9869913947258444
11673,Cognato_2001,COI_2ndpos,MPTS,Av5,Pa2,-42
11674,Cognato_2001,COI_2ndpos,MPTMS,Av5,Pa2,-42
11675,Cognato_2001,COI_2ndpos,MPTIS,Av5,Pa2,-42
11676,Cognato_2001,COI_2ndpos,MPTS,Av5,Pet1,-42
11677,Cognato_2001,COI_2ndpos,MPTMS,Av5,Pet1,-42
11678,Cognato_2001,COI_2ndpos,MPTIS,Av5,Pet1,-42
11679,Cognato_2001,COI_2ndpos,MPTS,Av5,Pl4,-42
11680,Cognato_2001,COI_2ndpos,MPTMS,Av5,Pl4,0.39162517627108895
11681,Cognato_2001,COI_2ndpos,MPTIS,Av5,Pl4,-42
11682,Cognato_2001,COI_2ndpos,MPTS,Av5,Pil2,-42
11683,Cognato_2001,COI_2ndpos,MPTMS,Av5,Pil2,-42
11684,Cognato_2001,COI_2ndpos,MPTIS,Av5,Pil2,-42
11685,Cognato_2001,COI_2ndpos,MPTS,Av5,Pin1,-42
11686,Cognato_2001,COI_2ndpos,MPTMS,Av5,Pin1,-42
11687,Cognato_2001,COI_2ndpos,MPTIS,Av5,Pin1,-42
11688,Cognato_2001,COI_2ndpos,MPTS,Av5,Pro,-42
11689,Cognato_2001,COI_2ndpos,MPTMS,Av5,Pro,-42
11690,Cognato_2001,COI_2ndpos,MPTIS,Av5,Pro,-42
11691,Cognato_2001,COI_2ndpos,MPTS,Av5,Sch1,-42
11692,Cognato_2001,COI_2ndpos,MPTMS,Av5,Sch1,-42
11693,Cognato_2001,COI_2ndpos,MPTIS,Av5,Sch1,-42
11694,Cognato_2001,COI_2ndpos,MPTS,Av5,Sex1,-42
11695,Cognato_2001,COI_2ndpos,MPTMS,Av5,Sex1,0.5061652190939088
11696,Cognato_2001,COI_2ndpos,MPTIS,Av5,Sex1,-42
11697,Cognato_2001,COI_2ndpos,MPTS,Av5,Sp1,-42
11698,Cognato_2001,COI_2ndpos,MPTMS,Av5,Sp1,0.9691404042162732
11699,Cognato_2001,COI_2ndpos,MPTIS,Av5,Sp1,-42
11700,Cognato_2001,COI_2ndpos,MPTS,Av5,Ste1,-42
11701,Cognato_2001,COI_2ndpos,MPTMS,Av5,Ste1,-42
11702,Cognato_2001,COI_2ndpos,MPTIS,Av5,Ste1,-42
11703,Cognato_2001,COI_2ndpos,MPTS,Av5,Tri4,-42
11704,Cognato_2001,COI_2ndpos,MPTMS,Av5,Tri4,-42
11705,Cognato_2001,COI_2ndpos,MPTIS,Av5,Tri4,-42
11706,Cognato_2001,COI_2ndpos,MPTS,Av5,Ty1,-42
11707,Cognato_2001,COI_2ndpos,MPTMS,Av5,Ty1,-42
11708,Cognato_2001,COI_2ndpos,MPTIS,Av5,Ty1,-42
11709,Cognato_2001,COI_2ndpos,MPTS,Av5,Wo3,-42
11710,Cognato_2001,COI_2ndpos,MPTMS,Av5,Wo3,-42
11711,Cognato_2001,COI_2ndpos,MPTIS,Av5,Wo3,-42
11712,Cognato_2001,COI_2ndpos,MPTS,Av5,Oer1,-42
11713,Cognato_2001,COI_2ndpos,MPTMS,Av5,Oer1,0.39162517627108884
11714,Cognato_2001,COI_2ndpos,MPTIS,Av5,Oer1,-42
11715,Cognato_2001,COI_2ndpos,MPTS,Av5,Ort1,-42
11716,Cognato_2001,COI_2ndpos,MPTMS,Av5,Ort1,0.39162517627108895
11717,Cognato_2001,COI_2ndpos,MPTIS,Av5,Ort1,-42
11718,Cognato_2001,COI_2ndpos,MPTS,Av5,Pito1,-42
11719,Cognato_2001,COI_2ndpos,MPTMS,Av5,Pito1,0.26146412994911095
11720,Cognato_2001,COI_2ndpos,MPTIS,Av5,Pito1,-42
11721,Cognato_2001,COI_2ndpos,MPTS,Av5,Pica1,-42
11722,Cognato_2001,COI_2ndpos,MPTMS,Av5,Pica1,0.3207621208056397
11723,Cognato_2001,COI_2ndpos,MPTIS,Av5,Pica1,-42
11724,Cognato_2001,COI_2ndpos,MPTS,Av5,Pho1,-42
11725,Cognato_2001,COI_2ndpos,MPTMS,Av5,Pho1,0.3496359045165507
11726,Cognato_2001,COI_2ndpos,MPTIS,Av5,Pho1,-42
11727,Cognato_2001,COI_2ndpos,MPTS,Av5,Pk1,-42
11728,Cognato_2001,COI_2ndpos,MPTMS,Av5,Pk1,-42
11729,Cognato_2001,COI_2ndpos,MPTIS,Av5,Pk1,-42
11730,Cognato_2001,COI_2ndpos,MPTS,Bon2,Bor2,-42
11731,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Bor2,-42
11732,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Bor2,-42
11733,Cognato_2001,COI_2ndpos,MPTS,Bon2,Cala2,-42
11734,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Cala2,0.1334553914430281
11735,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Cala2,-42
11736,Cognato_2001,COI_2ndpos,MPTS,Bon2,Cali1,-42
11737,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Cali1,-42
11738,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Cali1,-42
11739,Cognato_2001,COI_2ndpos,MPTS,Bon2,Ce3,-42
11740,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Ce3,-42
11741,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Ce3,-42
11742,Cognato_2001,COI_2ndpos,MPTS,Bon2,Co4,-42
11743,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Co4,-42
11744,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Co4,-42
11745,Cognato_2001,COI_2ndpos,MPTS,Bon2,Con3,-42
11746,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Con3,0.5213966764090974
11747,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Con3,-42
11748,Cognato_2001,COI_2ndpos,MPTS,Bon2,Cr2,-42
11749,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Cr2,-42
11750,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Cr2,-42
11751,Cognato_2001,COI_2ndpos,MPTS,Bon2,Du3,-42
11752,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Du3,-42
11753,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Du3,-42
11754,Cognato_2001,COI_2ndpos,MPTS,Bon2,Em1,-42
11755,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Em1,0.44894269149162336
11756,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Em1,-42
11757,Cognato_2001,COI_2ndpos,MPTS,Bon2,Gr2,-42
11758,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Gr2,-42
11759,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Gr2,-42
11760,Cognato_2001,COI_2ndpos,MPTS,Bon2,Ho5,-42
11761,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Ho5,-42
11762,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Ho5,-42
11763,Cognato_2001,COI_2ndpos,MPTS,Bon2,Hu2,-42
11764,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Hu2,-42
11765,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Hu2,-42
11766,Cognato_2001,COI_2ndpos,MPTS,Bon2,Int7,-42
11767,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Int7,-42
11768,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Int7,-42
11769,Cognato_2001,COI_2ndpos,MPTS,Bon2,Knu1,-42
11770,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Knu1,0.5170193626041324
11771,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Knu1,-42
11772,Cognato_2001,COI_2ndpos,MPTS,Bon2,Lat3,-42
11773,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Lat3,0.43561245870778
11774,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Lat3,-42
11775,Cognato_2001,COI_2ndpos,MPTS,Bon2,Le3,-42
11776,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Le3,0.182561744886931
11777,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Le3,-42
11778,Cognato_2001,COI_2ndpos,MPTS,Bon2,Lo3,-42
11779,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Lo3,-42
11780,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Lo3,-42
11781,Cognato_2001,COI_2ndpos,MPTS,Bon2,Ma1,-42
11782,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Ma1,0.489868848604323
11783,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Ma1,-42
11784,Cognato_2001,COI_2ndpos,MPTS,Bon2,Mo1,-42
11785,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Mo1,-42
11786,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Mo1,-42
11787,Cognato_2001,COI_2ndpos,MPTS,Bon2,Mx1,-42
11788,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Mx1,0.5544703674477198
11789,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Mx1,-42
11790,Cognato_2001,COI_2ndpos,MPTS,Bon2,Nob1,0.3086925320733349
11791,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Nob1,0.3191838953855939
11792,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Nob1,0.3053874073197871
11793,Cognato_2001,COI_2ndpos,MPTS,Bon2,Pa2,-42
11794,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Pa2,-42
11795,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Pa2,-42
11796,Cognato_2001,COI_2ndpos,MPTS,Bon2,Pet1,-42
11797,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Pet1,-42
11798,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Pet1,-42
11799,Cognato_2001,COI_2ndpos,MPTS,Bon2,Pl4,-42
11800,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Pl4,0.4234999170554593
11801,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Pl4,-42
11802,Cognato_2001,COI_2ndpos,MPTS,Bon2,Pil2,-42
11803,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Pil2,-42
11804,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Pil2,-42
11805,Cognato_2001,COI_2ndpos,MPTS,Bon2,Pin1,-42
11806,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Pin1,-42
11807,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Pin1,-42
11808,Cognato_2001,COI_2ndpos,MPTS,Bon2,Pro,-42
11809,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Pro,-42
11810,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Pro,-42
11811,Cognato_2001,COI_2ndpos,MPTS,Bon2,Sch1,-42
11812,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Sch1,-42
11813,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Sch1,-42
11814,Cognato_2001,COI_2ndpos,MPTS,Bon2,Sex1,-42
11815,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Sex1,0.7640938305709297
11816,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Sex1,-42
11817,Cognato_2001,COI_2ndpos,MPTS,Bon2,Sp1,-42
11818,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Sp1,0.6109863838201846
11819,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Sp1,-42
11820,Cognato_2001,COI_2ndpos,MPTS,Bon2,Ste1,-42
11821,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Ste1,-42
11822,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Ste1,-42
11823,Cognato_2001,COI_2ndpos,MPTS,Bon2,Tri4,-42
11824,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Tri4,-42
11825,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Tri4,-42
11826,Cognato_2001,COI_2ndpos,MPTS,Bon2,Ty1,-42
11827,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Ty1,-42
11828,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Ty1,-42
11829,Cognato_2001,COI_2ndpos,MPTS,Bon2,Wo3,-42
11830,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Wo3,-42
11831,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Wo3,-42
11832,Cognato_2001,COI_2ndpos,MPTS,Bon2,Oer1,-42
11833,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Oer1,0.4210159492176192
11834,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Oer1,-42
11835,Cognato_2001,COI_2ndpos,MPTS,Bon2,Ort1,-42
11836,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Ort1,0.5445912534617807
11837,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Ort1,-42
11838,Cognato_2001,COI_2ndpos,MPTS,Bon2,Pito1,-42
11839,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Pito1,0.45513727274291693
11840,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Pito1,-42
11841,Cognato_2001,COI_2ndpos,MPTS,Bon2,Pica1,-42
11842,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Pica1,0.33551526501317785
11843,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Pica1,-42
11844,Cognato_2001,COI_2ndpos,MPTS,Bon2,Pho1,-42
11845,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Pho1,0.46022824907418713
11846,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Pho1,-42
11847,Cognato_2001,COI_2ndpos,MPTS,Bon2,Pk1,-42
11848,Cognato_2001,COI_2ndpos,MPTMS,Bon2,Pk1,0.4531235712638376
11849,Cognato_2001,COI_2ndpos,MPTIS,Bon2,Pk1,-42
11850,Cognato_2001,COI_2ndpos,MPTS,Bor2,Cala2,-42
11851,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Cala2,-42
11852,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Cala2,-42
11853,Cognato_2001,COI_2ndpos,MPTS,Bor2,Cali1,-42
11854,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Cali1,-42
11855,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Cali1,-42
11856,Cognato_2001,COI_2ndpos,MPTS,Bor2,Ce3,-42
11857,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Ce3,-42
11858,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Ce3,-42
11859,Cognato_2001,COI_2ndpos,MPTS,Bor2,Co4,-42
11860,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Co4,-42
11861,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Co4,-42
11862,Cognato_2001,COI_2ndpos,MPTS,Bor2,Con3,-42
11863,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Con3,0.2997805885957122
11864,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Con3,-42
11865,Cognato_2001,COI_2ndpos,MPTS,Bor2,Cr2,-42
11866,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Cr2,-42
11867,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Cr2,-42
11868,Cognato_2001,COI_2ndpos,MPTS,Bor2,Du3,-42
11869,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Du3,-42
11870,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Du3,-42
11871,Cognato_2001,COI_2ndpos,MPTS,Bor2,Em1,-42
11872,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Em1,0.26146412994911117
11873,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Em1,-42
11874,Cognato_2001,COI_2ndpos,MPTS,Bor2,Gr2,-42
11875,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Gr2,-42
11876,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Gr2,-42
11877,Cognato_2001,COI_2ndpos,MPTS,Bor2,Ho5,-42
11878,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Ho5,-42
11879,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Ho5,-42
11880,Cognato_2001,COI_2ndpos,MPTS,Bor2,Hu2,-42
11881,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Hu2,-42
11882,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Hu2,-42
11883,Cognato_2001,COI_2ndpos,MPTS,Bor2,Int7,-42
11884,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Int7,-42
11885,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Int7,-42
11886,Cognato_2001,COI_2ndpos,MPTS,Bor2,Knu1,-42
11887,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Knu1,0.19789712621036726
11888,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Knu1,-42
11889,Cognato_2001,COI_2ndpos,MPTS,Bor2,Lat3,-42
11890,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Lat3,-42
11891,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Lat3,-42
11892,Cognato_2001,COI_2ndpos,MPTS,Bor2,Le3,-42
11893,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Le3,-42
11894,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Le3,-42
11895,Cognato_2001,COI_2ndpos,MPTS,Bor2,Lo3,-42
11896,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Lo3,-42
11897,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Lo3,-42
11898,Cognato_2001,COI_2ndpos,MPTS,Bor2,Ma1,-42
11899,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Ma1,0.8414786391315308
11900,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Ma1,-42
11901,Cognato_2001,COI_2ndpos,MPTS,Bor2,Mo1,-42
11902,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Mo1,-42
11903,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Mo1,-42
11904,Cognato_2001,COI_2ndpos,MPTS,Bor2,Mx1,-42
11905,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Mx1,0.43780504346076843
11906,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Mx1,-42
11907,Cognato_2001,COI_2ndpos,MPTS,Bor2,Nob1,0.6316647370152364
11908,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Nob1,0.36336558204319225
11909,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Nob1,0.7664295953398365
11910,Cognato_2001,COI_2ndpos,MPTS,Bor2,Pa2,-42
11911,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Pa2,-42
11912,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Pa2,-42
11913,Cognato_2001,COI_2ndpos,MPTS,Bor2,Pet1,-42
11914,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Pet1,-42
11915,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Pet1,-42
11916,Cognato_2001,COI_2ndpos,MPTS,Bor2,Pl4,-42
11917,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Pl4,0.39162517627108895
11918,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Pl4,-42
11919,Cognato_2001,COI_2ndpos,MPTS,Bor2,Pil2,-42
11920,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Pil2,-42
11921,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Pil2,-42
11922,Cognato_2001,COI_2ndpos,MPTS,Bor2,Pin1,-42
11923,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Pin1,-42
11924,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Pin1,-42
11925,Cognato_2001,COI_2ndpos,MPTS,Bor2,Pro,-42
11926,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Pro,-42
11927,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Pro,-42
11928,Cognato_2001,COI_2ndpos,MPTS,Bor2,Sch1,-42
11929,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Sch1,-42
11930,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Sch1,-42
11931,Cognato_2001,COI_2ndpos,MPTS,Bor2,Sex1,-42
11932,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Sex1,0.39162517627108895
11933,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Sex1,-42
11934,Cognato_2001,COI_2ndpos,MPTS,Bor2,Sp1,-42
11935,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Sp1,0.9476475533646891
11936,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Sp1,-42
11937,Cognato_2001,COI_2ndpos,MPTS,Bor2,Ste1,-42
11938,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Ste1,-42
11939,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Ste1,-42
11940,Cognato_2001,COI_2ndpos,MPTS,Bor2,Tri4,-42
11941,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Tri4,-42
11942,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Tri4,-42
11943,Cognato_2001,COI_2ndpos,MPTS,Bor2,Ty1,-42
11944,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Ty1,-42
11945,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Ty1,-42
11946,Cognato_2001,COI_2ndpos,MPTS,Bor2,Wo3,-42
11947,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Wo3,-42
11948,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Wo3,-42
11949,Cognato_2001,COI_2ndpos,MPTS,Bor2,Oer1,-42
11950,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Oer1,0.5724067044708798
11951,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Oer1,-42
11952,Cognato_2001,COI_2ndpos,MPTS,Bor2,Ort1,-42
11953,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Ort1,0.17179714429673354
11954,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Ort1,-42
11955,Cognato_2001,COI_2ndpos,MPTS,Bor2,Pito1,-42
11956,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Pito1,0.11657810649177303
11957,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Pito1,-42
11958,Cognato_2001,COI_2ndpos,MPTS,Bor2,Pica1,-42
11959,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Pica1,0.3080221715589937
11960,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Pica1,-42
11961,Cognato_2001,COI_2ndpos,MPTS,Bor2,Pho1,-42
11962,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Pho1,0.16163037938104874
11963,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Pho1,-42
11964,Cognato_2001,COI_2ndpos,MPTS,Bor2,Pk1,-42
11965,Cognato_2001,COI_2ndpos,MPTMS,Bor2,Pk1,-42
11966,Cognato_2001,COI_2ndpos,MPTIS,Bor2,Pk1,-42
11967,Cognato_2001,COI_2ndpos,MPTS,Cala2,Cali1,-42
11968,Cognato_2001,COI_2ndpos,MPTMS,Cala2,Cali1,-42
11969,Cognato_2001,COI_2ndpos,MPTIS,Cala2,Cali1,-42
11970,Cognato_2001,COI_2ndpos,MPTS,Cala2,Ce3,-42
11971,Cognato_2001,COI_2ndpos,MPTMS,Cala2,Ce3,-42
11972,Cognato_2001,COI_2ndpos,MPTIS,Cala2,Ce3,-42
11973,Cognato_2001,COI_2ndpos,MPTS,Cala2,Co4,-42
11974,Cognato_2001,COI_2ndpos,MPTMS,Cala2,Co4,-42
11975,Cognato_2001,COI_2ndpos,MPTIS,Cala2,Co4,-42
11976,Cognato_2001,COI_2ndpos,MPTS,Cala2,Con3,-42
11977,Cognato_2001,COI_2ndpos,MPTMS,Cala2,Con3,0.39162517627108895
11978,Cognato_2001,COI_2ndpos,MPTIS,Cala2,Con3,-42
11979,Cognato_2001,COI_2ndpos,MPTS,Cala2,Cr2,-42
11980,Cognato_2001,COI_2ndpos,MPTMS,Cala2,Cr2,-42
11981,Cognato_2001,COI_2ndpos,MPTIS,Cala2,Cr2,-42
11982,Cognato_2001,COI_2ndpos,MPTS,Cala2,Du3,-42
11983,Cognato_2001,COI_2ndpos,MPTMS,Cala2,Du3,-42
11984,Cognato_2001,COI_2ndpos,MPTIS,Cala2,Du3,-42
11985,Cognato_2001,COI_2ndpos,MPTS,Cala2,Em1,-42
11986,Cognato_2001,COI_2ndpos,MPTMS,Cala2,Em1,-42
11987,Cognato_2001,COI_2ndpos,MPTIS,Cala2,Em1,-42
11988,Cognato_2001,COI_2ndpos,MPTS,Cala2,Gr2,-42
11989,Cognato_2001,COI_2ndpos,MPTMS,Cala2,Gr2,-42
11990,Cognato_2001,COI_2ndpos,MPTIS,Cala2,Gr2,-42
11991,Cognato_2001,COI_2ndpos,MPTS,Cala2,Ho5,-42
11992,Cognato_2001,COI_2ndpos,MPTMS,Cala2,Ho5,-42
11993,Cognato_2001,COI_2ndpos,MPTIS,Cala2,Ho5,-42
11994,Cognato_2001,COI_2ndpos,MPTS,Cala2,Hu2,-42
11995,Cognato_2001,COI_2ndpos,MPTMS,Cala2,Hu2,-42
11996,Cognato_2001,COI_2ndpos,MPTIS,Cala2,Hu2,-42
11997,Cognato_2001,COI_2ndpos,MPTS,Cala2,Int7,-42
11998,Cognato_2001,COI_2ndpos,MPTMS,Cala2,Int7,-42
11999,Cognato_2001,COI_2ndpos,MPTIS,Cala2,Int7,-42
